title,author,year,publication
Decentralised Learning with Random Features and Distributed Gradient Descent,"Dominic Richards, Patrick Rebeschini, Lorenzo Rosasco",2020,ICML2020
Interpretations are Useful: Penalizing Explanations to Align Neural Networks with Prior Knowledge,"Laura Rieger, Chandan Singh, William Murdoch, Bin Yu",2020,ICML2020
Strength from Weakness: Fast Learning Using Weak Supervision,"Joshua Robinson, Stefanie Jegelka, Suvrit Sra",2020,ICML2020
On Semi-parametric Inference for BART,Veronika Rockova,2020,ICML2020
FR-Train: A Mutual Information-Based Approach to Fair and Robust Training,"Yuji Roh, Kangwook Lee, Steven Whang, Changho Suh",2020,ICML2020
Balancing Competing Objectives with Noisy Data: Score-Based Classifiers for Welfare-Aware Machine Learning,"Esther Rolf, Max Simchowitz, Sarah Dean, Lydia T. Liu, Daniel Bjorkegren, Moritz Hardt, Joshua Blumenstock",2020,ICML2020
Double-Loop Unadjusted Langevin Algorithm,"Paul Rolland, Armin Eftekhari, Ali Kavis, Volkan Cevher",2020,ICML2020
Reverse-engineering deep ReLU networks,"David Rolnick, Konrad Kording",2020,ICML2020
Attentive Group Equivariant Convolutional Networks,"David Romero, Erik Bekkers, Jakub Tomczak, Mark Hoogendoorn",2020,ICML2020
Finite-Time Convergence in Continuous-Time Optimization,"Orlando Romero, Mouhacine Benosman",2020,ICML2020
Near-optimal Regret Bounds for Stochastic Shortest Path,"Aviv Rosenberg, Alon Cohen, Yishay Mansour, Haim Kaplan",2020,ICML2020
Predicting Choice with Set-Dependent Aggregation,"Nir Rosenfeld, Kojin Oshiba, Yaron Singer",2020,ICML2020
Certified Robustness to Label-Flipping Attacks via Randomized Smoothing,"Elan Rosenfeld, Ezra Winston, Pradeep Ravikumar, Zico Kolter",2020,ICML2020
Revisiting Training Strategies and Generalization Performance in Deep Metric Learning,"Karsten Roth, Timo Milbich, Samarth Sinha, Prateek Gupta, Bjorn Ommer, Joseph Paul Cohen",2020,ICML2020
FetchSGD: Communication-Efficient Federated Learning with Sketching,"Daniel Rothchild, Ashwinee Panda, Enayat Ullah, Nikita Ivkin, Ion Stoica, Vladimir Braverman, Joseph Gonzalez, Raman Arora",2020,ICML2020
Simple and sharp analysis of k-means||,Václav Rozhoň,2020,ICML2020
Bayesian Optimisation over Multiple Continuous and Categorical Inputs,"Binxin Ru, Ahsan Alvi, Vu Nguyen, Michael A. Osborne, Stephen Roberts",2020,ICML2020
Inter-domain Deep Gaussian Processes,"Tim G. J. Rudner, Dino Sejdinovic, Yarin Gal",2020,ICML2020
Bio-Inspired Hashing for Unsupervised Similarity Search,"Chaitanya Ryali, John Hopfield, Leopold Grinberg, Dmitry Krotov",2020,ICML2020
Adversarial Attacks on Copyright Detection Systems,"Parsa Saadatpanah, Ali Shafahi, Tom Goldstein",2020,ICML2020
Bounding the fairness and accuracy of classifiers from population statistics,"Sivan Sabato, Elad Yom-Tov",2020,ICML2020
Radioactive data: tracing through training,"Alexandre Sablayrolles, Matthijs Douze, Cordelia Schmid, Herve Jegou",2020,ICML2020
Causal Structure Discovery from Distributions Arising from Mixtures of DAGs,"Basil Saeed, Snigdha Panigrahi, Caroline Uhler",2020,ICML2020
An Investigation of Why Overparameterization Exacerbates Spurious Correlations,"Shiori Sagawa, Aditi Raghunathan, Pang Wei Koh, Percy Liang",2020,ICML2020
Improved Sleeping Bandits with Stochastic Action Sets and Adversarial Rewards,"Aadirupa Saha, Pierre Gaillard, Michal Valko",2020,ICML2020
From PAC to Instance-Optimal Sample Complexity in the Plackett-Luce Model,"Aadirupa Saha, Aditya Gopalan",2020,ICML2020
Measuring Non-Expert Comprehension of Machine Learning Fairness Metrics,"Debjani Saha, Candice Schumann, Duncan Mcelfresh, John Dickerson, Michelle Mazurek, Michael Tschantz",2020,ICML2020
From Sets to Multisets: Provable Variational Inference for Probabilistic Integer Submodular Models,"Aytunc Sahin, Yatao Bian, Joachim Buhmann, Andreas Krause",2020,ICML2020
Counterfactual Cross-Validation: Stable Model Selection Procedure for Causal Inference Models,"Yuta Saito, Shota Yasui",2020,ICML2020
Inferring DQN structure for high-dimensional continuous control,"Andrey Sakryukin, Chedy Raissi, Mohan Kankanhalli",2020,ICML2020
The Performance Analysis of Generalized Margin Maximizers on Separable Data,"Fariborz Salehi, Ehsan Abbasi, Babak Hassibi",2020,ICML2020
Stochastic Coordinate Minimization with Progressive Precision for Stochastic Convex Optimization,"Sudeep Salgia, Qing Zhao, Sattar Vakili",2020,ICML2020
A Quantile-based Approach for Hyperparameter Transfer Learning,"David Salinas, Huibin Shen, Valerio Perrone",2020,ICML2020
Spectral Subsampling MCMC for Stationary Time Series,"Robert Salomone, Matias Quiroz, Robert Kohn, Mattias Villani, Minh-Ngoc Tran",2020,ICML2020
Learning to Simulate Complex Physics with Graph Networks,"Alvaro Sanchez-Gonzalez, Jonathan Godwin, Tobias Pfaff, Rex Ying, Jure Leskovec, Peter Battaglia",2020,ICML2020
The Impact of Neural Network Overparameterization on Gradient Confusion and Stochastic Gradient Descent,"Karthik Abinav Sankararaman, Soham De, Zheng Xu, W. Ronny Huang, Tom Goldstein",2020,ICML2020
Explicit Gradient Learning for Black-Box Optimization,"Elad Sarafian, Mor Sinay, Yoram Louzoun, Noa Agmon, Sarit Kraus",2020,ICML2020
Detecting Out-of-Distribution Examples with Gram Matrices,"Chandramouli Shama Sastry, Sageev Oore",2020,ICML2020
Constrained Markov Decision Processes via Backward Value Functions,"Harsh Satija, Philip Amortila, Joelle Pineau",2020,ICML2020
A Sample Complexity Separation between Non-Convex and Convex Meta-Learning,"Nikunj Saunshi, Yi Zhang, Mikhail Khodak, Sanjeev Arora",2020,ICML2020
Harmonic Decompositions of Convolutional Networks,"Meyer Scetbon, Zaid Harchaoui",2020,ICML2020
Implicit competitive regularization in GANs,"Florian Schaefer, Hongkai Zheng, Animashree Anandkumar",2020,ICML2020
Off-Policy Actor-Critic with Shared Experience Replay,"Simon Schmitt, Matteo Hessel, Karen Simonyan",2020,ICML2020
Discriminative Adversarial Search for Abstractive Summarization,"Thomas Scialom, Paul-Alexis Dray, Sylvain Lamprier, Benjamin Piwowarski, Jacopo Staiano",2020,ICML2020
Universal Average-Case Optimality of Polyak Momentum,"Damien Scieur, Fabian Pedregosa",2020,ICML2020
Random Matrix Theory Proves that Deep Learning Representations of GAN-data Behave as Gaussian Mixtures,"Mohamed El Amine Seddik, Cosme Louart, Mohamed Tamaazousti, Romain Couillet",2020,ICML2020
Planning to Explore via Self-Supervised World Models,"Ramanan Sekar, Oleh Rybkin, Kostas Daniilidis, Pieter Abbeel, Danijar Hafner, Deepak Pathak",2020,ICML2020
An Explicitly Relational Neural Network Architecture,"Murray Shanahan, Kyriacos Nikiforou, Antonia Creswell, Christos Kaplanis, David Barrett, Marta Garnelo",2020,ICML2020
Optimistic Policy Optimization with Bandit Feedback,"Lior Shani, Yonathan Efroni, Aviv Rosenberg, Shie Mannor",2020,ICML2020
Neural Kernels Without Tangents,"Vaishaal Shankar, Alex Fang, Wenshuo Guo, Sara Fridovich-Keil, Jonathan Ragan-Kelley, Ludwig Schmidt, Benjamin Recht",2020,ICML2020
Learning Robot Skills with Temporal Variational Inference,"Tanmay Shankar, Abhinav Gupta",2020,ICML2020
Evaluating Machine Accuracy on ImageNet,"Vaishaal Shankar, Rebecca Roelofs, Horia Mania, Alex Fang, Benjamin Recht, Ludwig Schmidt",2020,ICML2020
Channel Equilibrium Networks for Learning Deep Representation,"Wenqi Shao, Shitao Tang, Xingang Pan, Ping Tan, Xiaogang Wang, Ping Luo",2020,ICML2020
ControlVAE: Controllable Variational Autoencoder,"Huajie Shao, Shuochao Yao, Dachun Sun, Aston Zhang, Shengzhong Liu, Dongxin Liu, Jun Wang, Tarek Abdelzaher",2020,ICML2020
Lookahead-Bounded Q-learning,"Ibrahim El Shar, Daniel Jiang",2020,ICML2020
Causal Strategic Linear Regression,"Yonadav Shavit, Benjamin Edelman, Brian Axelrod",2020,ICML2020
Adaptive Sampling for Estimating Probability Distributions,"Shubhanshu Shekhar, Tara Javidi, Mohammad Ghavamzadeh",2020,ICML2020
PDO-eConvs: Partial Differential Operator Based Equivariant Convolutions,"Zhengyang Shen, Lingshen He, Zhouchen Lin, Jinwen Ma",2020,ICML2020
Deep Reinforcement Learning with Robust and Smooth Policy,"Qianli Shen, Yan Li, Haoming Jiang, Zhaoran Wang, Tuo Zhao",2020,ICML2020
Educating Text Autoencoders: Latent Representation Guidance via Denoising,"Tianxiao Shen, Jonas Mueller, Dr.Regina Barzilay, Tommi Jaakkola",2020,ICML2020
Learning for Dose Allocation in Adaptive Clinical Trials with Safety Constraints,"Cong Shen, Zhiyang Wang, Sofia Villar, Mihaela Van Der Schaar",2020,ICML2020
PowerNorm: Rethinking Batch Normalization in Transformers,"Sheng Shen, Zhewei Yao, Amir Gholami, Michael Mahoney, Kurt Keutzer",2020,ICML2020
Extreme Multi-label Classification from Aggregated Labels,"Yanyao Shen, Hsiang-Fu Yu, Sujay Sanghavi, Inderjit Dhillon",2020,ICML2020
One-shot Distributed Ridge Regression in High Dimensions,"Yue Sheng, Edgar Dobriban",2020,ICML2020
Landscape Connectivity and Dropout Stability of SGD Solutions for Over-parameterized Neural Networks,"Alexander Shevchenko, Marco Mondelli",2020,ICML2020
Incremental Sampling Without Replacement for Sequence Models,"Kensen Shi, David Bieber, Charles Sutton",2020,ICML2020
Message Passing Least Squares Framework and its Application to Rotation Synchronization,"Yunpeng Shi, Gilad Lerman",2020,ICML2020
Does the Markov Decision Process Fit the Data: Testing for the Markov Property in Sequential Decision Making,"Chengchun Shi, Runzhe Wan, Rui Song, Wenbin Lu, Ling Leng",2020,ICML2020
A Graph to Graphs Framework for Retrosynthesis Prediction,"Chence Shi, Minkai Xu, Hongyu Guo, Ming Zhang, Jian Tang",2020,ICML2020
Informative Dropout for Robust Representation Learning: A Shape-bias Perspective,"Baifeng Shi, Dinghuai Zhang, Qi Dai, Zhanxing Zhu, Yadong Mu, Jingdong Wang",2020,ICML2020
Dispersed Exponential Family Mixture VAEs for Interpretable Text Generation,"Wenxian Shi, Hao Zhou, Ning Miao, Lei Li",2020,ICML2020
On Conditional Versus Marginal Bias in Multi-Armed Bandits,"Jaehyeok Shin, Aaditya Ramdas, Alessandro Rinaldo",2020,ICML2020
Predictive Coding for Locally-Linear Control,"Rui Shu, Tung Nguyen, Yinlam Chow, Tuan Pham, Khoat Than, Mohammad Ghavamzadeh, Stefano Ermon, Hung Bui",2020,ICML2020
A Markov Decision Process Model for Socio-Economic Systems Impacted by Climate Change,"Salman Sadiq Shuvo, Yasin Yilmaz, Alan Bush, Mark Hafen",2020,ICML2020
Distributionally Robust Policy Evaluation and Learning in Offline Contextual Bandits,"Nian Si, Fan Zhang, Zhengyuan Zhou, Jose Blanchet",2020,ICML2020
Piecewise Linear Regression via a Difference of Convex Functions,"Ali Siahkamari, Aditya Gangrade, Brian Kulis, Venkatesh Saligrama",2020,ICML2020
Learning Fair Policies in Multi-Objective (Deep) Reinforcement Learning with Average and Discounted Rewards,"Umer Siddique, Paul Weng, Matthieu Zimmer",2020,ICML2020
Deep Gaussian Markov Random Fields,"Per Sidén, Fredrik Lindsten",2020,ICML2020
Collaborative Machine Learning with Incentive-Aware Model Rewards,"Rachael Hwee Ling Sim, Yehong Zhang, Mun Choon Chan, Bryan Kian Hsiang Low",2020,ICML2020
Naive Exploration is Optimal for Online LQR,"Max Simchowitz, Dylan Foster",2020,ICML2020
A Generative Model for Molecular Distance Geometry,"Gregor Simm, Jose Miguel Hernandez-Lobato",2020,ICML2020
Reinforcement Learning for Molecular Design Guided by Quantum Mechanics,"Gregor Simm, Robert Pinsler, Jose Miguel Hernandez-Lobato",2020,ICML2020
Fractional Underdamped Langevin Dynamics: Retargeting SGD with Momentum under Heavy-Tailed Gradient Noise,"Umut Simsekli, Lingjiong Zhu, Yee Whye Teh, Mert Gurbuzbalaban",2020,ICML2020
Second-Order Provable Defenses against Adversarial Attacks,"Sahil Singla, Soheil Feizi",2020,ICML2020
FormulaZero: Distributionally Robust Online Adaptation via Offline Population Synthesis,"Aman Sinha, Matthew O’Kelly, Hongrui Zheng, Rahul Mangharam, John Duchi, Russ Tedrake",2020,ICML2020
Small-GAN: Speeding up GAN Training using Core-Sets,"Samarth Sinha, Han Zhang, Anirudh Goyal, Yoshua Bengio, Hugo Larochelle, Augustus Odena",2020,ICML2020
"Interpretable, Multidimensional, Multimodal Anomaly Detection with Negative Sampling for Detection of Device Failure",John Sipple,2020,ICML2020
Structured Linear Contextual Bandits: A Sharp and Geometric Smoothed Analysis,"Vidyashankar Sivakumar, Steven Wu, Arindam Banerjee",2020,ICML2020
Optimizer Benchmarking Needs to Account for Hyperparameter Tuning,"Prabhu Teja Sivaprasad, Florian Mai, Thijs Vogels, Martin Jaggi, François Fleuret",2020,ICML2020
When Explanations Lie: Why Many Modified BP Attributions Fail,"Leon Sixt, Maximilian Granz, Tim Landgraf",2020,ICML2020
On the Generalization Benefit of Noise in Stochastic Gradient Descent,"Samuel Smith, Erich Elsen, Soham De",2020,ICML2020
Multiclass Neural Network Minimization via Tropical Newton Polytope Approximation,"Georgios Smyrnis, Petros Maragos",2020,ICML2020
Bridging the Gap Between f-GANs and Wasserstein GANs,"Jiaming Song, Stefano Ermon",2020,ICML2020
Provably Efficient Model-based Policy Adaptation,"Yuda Song, Aditi Mavalankar, Wen Sun, Sicun Gao",2020,ICML2020
Hypernetwork approach to generating point clouds,"Przemysław Spurek, Sebastian Winczowski, Jacek Tabor, Maciej Zamorski, Maciej Zieba, Tomasz Trzcinski",2020,ICML2020
Robustness to Spurious Correlations via Human Annotations,"Megha Srivastava, Tatsunori Hashimoto, Percy Liang",2020,ICML2020
Which Tasks Should Be Learned Together in Multi-task Learning?,"Trevor Standley, Amir Zamir, Dawn Chen, Leonidas Guibas, Jitendra Malik, Silvio Savarese",2020,ICML2020
Responsive Safety in Reinforcement Learning by PID Lagrangian Methods,"Adam Stooke, Joshua Achiam, Pieter Abbeel",2020,ICML2020
Learning Discrete Structured Representations by Adversarially Maximizing Mutual Information,"Karl Stratos, Sam Wiseman",2020,ICML2020
Confidence-Calibrated Adversarial Training: Generalizing to Unseen Attacks,"David Stutz, Matthias Hein, Bernt Schiele",2020,ICML2020
Doubly robust off-policy evaluation with shrinkage,"Yi Su, Maria Dimakopoulou, Akshay Krishnamurthy, Miroslav Dudik",2020,ICML2020
Task Understanding from Confusing Multi-task Data,"Xin Su, Yizhou Jiang, Shangqi Guo, Feng Chen",2020,ICML2020
ConQUR: Mitigating Delusional Bias in Deep Q-Learning,"Dijia Su, Jayden Ooi, Tyler Lu, Dale Schuurmans, Craig Boutilier",2020,ICML2020
Adaptive Estimator Selection for Off-Policy Evaluation,"Yi Su, Pavithra Srinath, Akshay Krishnamurthy",2020,ICML2020
Generative Teaching Networks: Accelerating Neural Architecture Search by Learning to Generate Synthetic Training Data,"Felipe Petroski Such, Aditya Rawal, Joel Lehman, Kenneth Stanley, Jeffrey Clune",2020,ICML2020
Improving the Sample and Communication Complexity for Decentralized Non-Convex Optimization: Joint Gradient Estimation and Tracking,"Haoran Sun, Songtao Lu, Mingyi Hong",2020,ICML2020
Test-Time Training with Self-Supervision for Generalization under Distribution Shifts,"Yu Sun, Xiaolong Wang, Zhuang Liu, John Miller, Alexei Efros, Moritz Hardt",2020,ICML2020
An EM Approach to Non-autoregressive Conditional Sequence Generation,"Zhiqing Sun, Yiming Yang",2020,ICML2020
The Shapley Taylor Interaction Index,"Mukund Sundararajan, Kedar Dhamdhere, Ashish Agarwal",2020,ICML2020
The Many Shapley Values for Model Explanation,"Mukund Sundararajan, Amir Najmi",2020,ICML2020
Multi-objective Bayesian Optimization using Pareto-frontier Entropy,"Shinya Suzuki, Shion Takeno, Tomoyuki Tamura, Kazuki Shitara, Masayuki Karasuyama",2020,ICML2020
The k-tied Normal Distribution: A Compact Parameterization of Gaussian Mean Field Posteriors in Bayesian Neural Networks,"Jakub Swiatkowski, Kevin Roth, Bastiaan Veeling, Linh Tran, Joshua Dillon, Jasper Snoek, Stephan Mandt, Tim Salimans, Rodolphe Jenatton, Sebastian Nowozin",2020,ICML2020
Multi-Agent Routing Value Iteration Network,"Quinlan Sykora, Mengye Ren, Raquel Urtasun",2020,ICML2020
Distinguishing Cause from Effect Using Quantiles: Bivariate Quantile Causal Discovery,"Natasa Tagasovska, Valérie Chavez-Demoulin, Thibault Vatter",2020,ICML2020
Quantized Decentralized Stochastic Learning over Directed Graphs,"Hossein Taheri, Aryan Mokhtari, Hamed Hassani, Ramtin Pedarsani",2020,ICML2020
Multi-fidelity Bayesian Optimization with Max-value Entropy Search and its Parallelization,"Shion Takeno, Hitoshi Fukuoka, Yuhki Tsukada, Toshiyuki Koyama, Motoki Shiga, Ichiro Takeuchi, Masayuki Karasuyama",2020,ICML2020
Fiedler Regularization: Learning Neural Networks with Graph Sparsity,"Edric Tam, David Dunson",2020,ICML2020
DropNet: Reducing Neural Network Complexity via Iterative Pruning,"Chong Min John Tan, Mehul Motani",2020,ICML2020
Reinforcement Learning for Integer Programming: Learning to Cut,"Yunhao Tang, Shipra Agrawal, Yuri Faenza",2020,ICML2020
The Buckley-Osthus model and the block preferential attachment model: statistical analysis and application,"Wenpin Tang, Xin Guo, Fengmin Tang",2020,ICML2020
Clinician-in-the-Loop Decision Making: Reinforcement Learning with Near-Optimal Set-Valued Policies,"Shengpu Tang, Aditya Modi, Michael Sjoding, Jenna Wiens",2020,ICML2020
Taylor Expansion Policy Optimization,"Yunhao Tang, Michal Valko, Remi Munos",2020,ICML2020
Variational Imitation Learning with Diverse-quality Demonstrations,"Voot Tangkaratt, Bo Han, Mohammad Emtiyaz Khan, Masashi Sugiyama",2020,ICML2020
Learning disconnected manifolds: a no GAN’s land,"Ugo Tanielian, Thibaut Issenhuth, Elvis Dohmatob, Jeremie Mary",2020,ICML2020
No-Regret Exploration in Goal-Oriented Reinforcement Learning,"Jean Tarbouriech, Evrard Garcelon, Michal Valko, Matteo Pirotta, Alessandro Lazaric",2020,ICML2020
Sparse Sinkhorn Attention,"Yi Tay, Dara Bahri, Liu Yang, Donald Metzler, Da-Cheng Juan",2020,ICML2020
Inductive Relation Prediction by Subgraph Reasoning,"Komal Teru, Etienne Denis, Will Hamilton",2020,ICML2020
Few-shot Domain Adaptation by Causal Mechanism Transfer,"Takeshi Teshima, Issei Sato, Masashi Sugiyama",2020,ICML2020
Student Specialization in Deep Rectified Networks With Finite Width and Input Dimension,Yuandong Tian,2020,ICML2020
Sequential Transfer in Reinforcement Learning with a Generative Model,"Andrea Tirinzoni, Riccardo Poiani, Marcello Restelli",2020,ICML2020
Convolutional dictionary learning based auto-encoders for natural exponential-family distributions,"Bahareh Tolooshams, Andrew Song, Simona Temereanca, Demba Ba",2020,ICML2020
Multi-step Greedy Reinforcement Learning Algorithms,"Manan Tomar, Yonathan Efroni, Mohammad Ghavamzadeh",2020,ICML2020
Choice Set Optimization Under Discrete Choice Models of Group Decisions,"Kiran Tomlinson, Austin Benson",2020,ICML2020
TrajectoryNet: A Dynamic Optimal Transport Network for Modeling Cellular Dynamics,"Alexander Tong, Jessie Huang, Guy Wolf, David Van Dijk, Smita Krishnaswamy",2020,ICML2020
Alleviating Privacy Attacks via Causal Learning,"Shruti Tople, Amit Sharma, Aditya Nori",2020,ICML2020
Bayesian Learning from Sequential Data using Gaussian Processes with Signature Covariances,"Csaba Toth, Harald Oberhauser",2020,ICML2020
Fundamental Tradeoffs between Invariance and Sensitivity to Adversarial Perturbations,"Florian Tramer, Jens Behrmann, Nicholas Carlini, Nicolas Papernot, Joern-Henrik Jacobsen",2020,ICML2020
Stochastic Gauss-Newton Algorithms for Nonconvex Compositional Optimization,"Quoc Tran-Dinh, Nhan Pham, Lam Nguyen",2020,ICML2020
Bayesian Differential Privacy for Machine Learning,"Aleksei Triastcyn, Boi Faltings",2020,ICML2020
Single Point Transductive Prediction,"Nilesh Tripuraneni, Lester Mackey",2020,ICML2020
GraphOpt: Learning Optimization Models of Graph Formation,"Rakshit Trivedi, Jiachen Yang, Hongyuan Zha",2020,ICML2020
Transfer Learning without Knowing: Reprogramming Black-box Machine Learning Models with Scarce Data and Limited Resources,"Yun-Yun Tsai, Pin-Yu Chen, Tsung-Yi Ho",2020,ICML2020
From ImageNet to Image Classification: Contextualizing Progress on Benchmarks,"Dimitris Tsipras, Shibani Santurkar, Logan Engstrom, Andrew Ilyas, Aleksander Madry",2020,ICML2020
Normalized Flat Minima: Exploring Scale Invariant Definition of Flat Minima for Neural Networks Using PAC-Bayesian Analysis,"Yusuke Tsuzuku, Issei Sato, Masashi Sugiyama",2020,ICML2020
Approximating Stacked and Bidirectional Recurrent Architectures with the Delayed Recurrent Neural Network,"Javier Turek, Shailee Jain, Vy Vo, Mihai Capotă, Alexander Huth, Theodore Willke",2020,ICML2020
Minimax Weight and Q-Function Learning for Off-Policy Evaluation,"Masatoshi Uehara, Jiawei Huang, Nan Jiang",2020,ICML2020
StochasticRank: Global Optimization of Scale-Free Discrete Functions,"Aleksei Ustimenko, Liudmila Prokhorenkova",2020,ICML2020
Undirected Graphical Models as Approximate Posteriors,"Arash Vahdat, Evgeny Andriyash, William Macready",2020,ICML2020
Uncertainty Estimation Using a Single Deep Deterministic Neural Network,"Joost Van Amersfoort, Lewis Smith, Yee Whye Teh, Yarin Gal",2020,ICML2020
Deep Molecular Programming: A Natural Implementation of Binary-Weight ReLU Neural Networks,"Marko Vasic, Cameron Chalk, Sarfraz Khurshid, David Soloveichik",2020,ICML2020
Linear bandits with Stochastic Delayed Feedback,"Claire Vernade, Alexandra Carpentier, Tor Lattimore, Giovanni Zappella, Beyza Ermis, Michael Brückner",2020,ICML2020
Non-Stationary Delayed Bandits with Intermediate Observations,"Claire Vernade, Andras Gyorgy, Timothy Mann",2020,ICML2020
OPtions as REsponses: Grounding behavioural hierarchies in multi-agent reinforcement learning,"Alexander Vezhnevets, Yuhuai Wu, Maria Eckstein, Rémi Leblond, Joel Z Leibo",2020,ICML2020
Born-Again Tree Ensembles,"Thibaut Vidal, Maximilian Schiffer",2020,ICML2020
Private Reinforcement Learning with PAC and Regret Guarantees,"Giuseppe Vietri, Borja Balle, Akshay Krishnamurthy, Steven Wu",2020,ICML2020
New Oracle-Efficient Algorithms for Private Synthetic Data Release,"Giuseppe Vietri, Grace Tian, Mark Bun, Thomas Steinke, Steven Wu",2020,ICML2020
Conditional gradient methods for stochastically constrained convex minimization,"Maria-Luiza Vladarean, Ahmet Alacaoglu, Ya-Ping Hsieh, Volkan Cevher",2020,ICML2020
Unsupervised Discovery of Interpretable Directions in the GAN Latent Space,"Andrey Voynov, Artem Babenko",2020,ICML2020
Safe Reinforcement Learning in Constrained Markov Decision Processes,"Akifumi Wachi, Yanan Sui",2020,ICML2020
Orthogonalized SGD and Nested Architectures for Anytime Neural Networks,"Chengcheng Wan, Henry Hoffmann, Shan Lu, Michael Maire",2020,ICML2020
Projection-free Distributed Online Convex Optimization with $O(\sqrtT)$ Communication Complexity,"Yuanyu Wan, Wei-Wei Tu, Lijun Zhang",2020,ICML2020
Logistic Regression for Massive Data with Rare Events,Haiying Wang,2020,ICML2020
On the Global Optimality of Model-Agnostic Meta-Learning,"Lingxiao Wang, Qi Cai, Zhuoran Yang, Zhaoran Wang",2020,ICML2020
Towards Accurate Post-training Network Quantization via Bit-Split and Stitching,"Peisong Wang, Qiang Chen, Xiangyu He, Jian Cheng",2020,ICML2020
Self-Modulating Nonparametric Event-Tensor Factorization,"Zheng Wang, Xinqi Chu, Shandian Zhe",2020,ICML2020
Upper bounds for Model-Free Row-Sparse Principal Component Analysis,"Guanyi Wang, Santanu Dey",2020,ICML2020
ROMA: Multi-Agent Reinforcement Learning with Emergent Roles,"Tonghan Wang, Heng Dong, Victor Lesser, Chongjie Zhang",2020,ICML2020
Non-separable Non-stationary random fields,"Kangrui Wang, Oliver Hamelijnck, Theodoros Damoulas, Mark Steel",2020,ICML2020
Continuously Indexed Domain Adaptation,"Hao Wang, Hao He, Dina Katabi",2020,ICML2020
Learning Efficient Multi-agent Communication: An Information Bottleneck Approach,"Rundong Wang, Xu He, Runsheng Yu, Wei Qiu, Bo An, Zinovi Rabinovich",2020,ICML2020
Frustratingly Simple Few-Shot Object Detection,"Xin Wang, Thomas Huang, Joseph Gonzalez, Trevor Darrell, Fisher Yu",2020,ICML2020
Understanding Contrastive Representation Learning through Alignment and Uniformity on the Hypersphere,"Tongzhou Wang, Phillip Isola",2020,ICML2020
Enhanced POET: Open-ended Reinforcement Learning through Unbounded Invention of Learning Challenges and their Solutions,"Rui Wang, Joel Lehman, Aditya Rawal, Jiale Zhi, Yulun Li, Jeffrey Clune, Kenneth Stanley",2020,ICML2020
Haar Graph Pooling,"Yu Guang Wang, Ming Li, Zheng Ma, Guido Montufar, Xiaosheng Zhuang, Yanan Fan",2020,ICML2020
Deep Streaming Label Learning,"Zhen Wang, Liu Liu, Dacheng Tao",2020,ICML2020
BoXHED: Boosted eXact Hazard Estimator with Dynamic covariates,"Xiaochen Wang, Arash Pakbin, Bobak Mortazavi, Hongyu Zhao, Donald Lee",2020,ICML2020
Optimizing Data Usage via Differentiable Rewards,"Xinyi Wang, Hieu Pham, Paul Michel, Antonios Anastasopoulos, Jaime Carbonell, Graham Neubig",2020,ICML2020
Bandits for BMO Functions,"Tianyu Wang, Cynthia Rudin",2020,ICML2020
When deep denoising meets iterative phase retrieval,"Yaotian Wang, Xiaohang Sun, Jason Fleischer",2020,ICML2020
Doubly Stochastic Variational Inference for Neural Processes with Hierarchical Latent Variables,"Qi Wang, Herke Van Hoof",2020,ICML2020
Loss Function Search for Face Recognition,"Xiaobo Wang, Shuo Wang, Cheng Chi, Shifeng Zhang, Tao Mei",2020,ICML2020
Sequential Cooperative Bayesian Inference,"Junqi Wang, Pei Wang, Patrick Shafto",2020,ICML2020
Neural Network Control Policy Verification With Persistent Adversarial Perturbation,"Yuh-Shyang Wang, Lily Weng, Luca Daniel",2020,ICML2020
Cost-effectively Identifying Causal Effects When Only Response Variable is Observable,"Tian-Zuo Wang, Xi-Zhu Wu, Sheng-Jun Huang, Zhi-Hua Zhou",2020,ICML2020
Striving for Simplicity and Performance in Off-Policy DRL: Output Normalization and Non-Uniform Sampling,"Che Wang, Yanqiu Wu, Quan Vuong, Keith Ross",2020,ICML2020
On Differentially Private Stochastic Convex Optimization with Heavy-tailed Data,"Di Wang, Hanshen Xiao, Srinivas Devadas, Jinhui Xu",2020,ICML2020
Breaking the Curse of Many Agents: Provable Mean Embedding Q-Iteration for Mean-Field Reinforcement Learning,"Lingxiao Wang, Zhuoran Yang, Zhaoran Wang",2020,ICML2020
On Lp-norm Robustness of Ensemble Decision Stumps and Trees,"Yihan Wang, Huan Zhang, Hongge Chen, Duane Boning, Cho-Jui Hsieh",2020,ICML2020
Thompson Sampling via Local Uncertainty,"Zhendong Wang, Mingyuan Zhou",2020,ICML2020
A Nearly-Linear Time Algorithm for Exact Community Recovery in Stochastic Block Model,"Peng Wang, Zirui Zhou, Anthony Man-Cho So",2020,ICML2020
Learning Representations that Support Extrapolation,"Taylor Webb, Zachary Dulberg, Steven Frankland, Alexander Petrov, Randall O’Reilly, Jonathan Cohen",2020,ICML2020
Tuning-free Plug-and-Play Proximal Algorithm for Inverse Imaging Problems,"Kaixuan Wei, Angelica Aviles-Rivero, Jingwei Liang, Ying Fu, Carola-Bibiane Schönlieb, Hua Huang",2020,ICML2020
Model-free Reinforcement Learning in Infinite-horizon Average-reward Markov Decision Processes,"Chen-Yu Wei, Mehdi Jafarnia Jahromi, Haipeng Luo, Hiteshi Sharma, Rahul Jain",2020,ICML2020
